epoch,split,loss,acc,macro_f1,auc_ovr_macro
30,train,1.1665689901607792,0.814315749235474,,
30,val,1.21893600291676,0.8043965903992822,0.7652524822162697,0.9723940269905532
31,train,1.0310149280036367,0.8954510703363915,,
31,val,1.2083593706289928,0.8178555406011665,0.7745271348467969,0.9706270536611462
32,train,1.0583798681817405,0.86592125382263,,
32,val,1.225023587544759,0.8057424854194706,0.7499903000930075,0.9716832785557182
33,train,1.011464825490626,0.8680237003058104,,
33,val,1.251410252518124,0.8030506953790938,0.7641925423168033,0.9742009792833277
34,train,1.0557836141528152,0.8443233944954128,,
34,val,1.2236734992927976,0.8169582772543742,0.7726106574277508,0.9690802219029517
35,train,1.0530061888985518,0.8773891437308868,,
35,val,1.228676501247618,0.8057424854194706,0.7729674111303658,0.9728266171887906
36,train,1.0420651893790176,0.8526376146788991,,
36,val,1.2238739960723453,0.8151637505607896,0.7717025836115454,0.971634989203092
37,train,1.0668283933546485,0.8647744648318043,,
37,val,1.2132727768686082,0.8223418573351279,0.7715334522329775,0.972935903237248
38,train,1.056766912704561,0.8428899082568807,,
38,val,1.2437075442738004,0.8057424854194706,0.7719816030081362,0.9713844085407575
39,train,1.012210668587103,0.8706039755351682,,
39,val,1.191876186264886,0.8169582772543742,0.7713153298415669,0.9787618793738545
40,train,1.0382405643056078,0.8810206422018348,,
40,val,1.240754120879703,0.8043965903992822,0.770172163060072,0.9705681446927445
41,train,1.0405733694390553,0.8666857798165137,,
41,val,1.212279650900099,0.8093315388066398,0.7760833399239804,0.9734093328517426
42,train,1.0728993641167153,0.8405007645259939,,
42,val,1.233501007159551,0.8178555406011665,0.774914926793857,0.9666963193698607
43,train,1.071701812308009,0.8517775229357798,,
43,val,1.2844487958484225,0.7860026917900403,0.7477331784623734,0.9733496673729845
44,train,1.076129592046505,0.8230122324159022,,
44,val,1.2148542569743261,0.8147151188873935,0.7760355505040103,0.9723252596892934
45,train,0.9932848571277246,0.8924885321100917,,
45,val,1.1958766049808927,0.8187528039479587,0.7800702439334446,0.968604439994263
46,train,1.0300353467464447,0.8533065749235474,,
46,val,1.2760728398958843,0.7882458501570211,0.7504585449799088,0.9705132206545566
47,train,1.0312916549240672,0.8745221712538226,,
47,val,1.2822538514931996,0.7873485868102288,0.7577009807541251,0.9722716308065632
48,train,1.0388115629917238,0.8443233944954128,,
48,val,1.208645482858022,0.8174069089277703,0.7825957734243365,0.9717870235070176
49,train,0.9708656021734563,0.8913417431192661,,
49,val,1.2389474643601313,0.8012561686855092,0.7597260095317367,0.9734229971795049
50,train,0.9916723276056895,0.8834097859327217,,
50,val,1.2537752985954285,0.8066397487662629,0.7612755047472463,0.9705317053581888
51,train,0.9933331223522744,0.8556001529051988,,
51,val,1.243057022492091,0.8066397487662629,0.7493123782177238,0.9711803618771222
52,train,0.9647626288053466,0.9008983180428135,,
52,val,1.2506353656450908,0.8017048003589053,0.7592614224016352,0.9740593599342962
53,train,0.9498671300527526,0.9079701834862385,,
53,val,1.2570560408963098,0.813369223867205,0.7719651154945094,0.9667923599637458
54,train,1.0078358337646578,0.8721330275229358,,
54,val,1.2338554792933993,0.8088829071332436,0.7683232052145695,0.9736802476311327
55,train,1.0912914436037948,0.8491016819571865,,
55,val,1.2053878870275285,0.8214445939883356,0.7787977862433338,0.9705356046116963
56,train,0.9537563425738637,0.8700305810397554,,
56,val,1.1937509311570063,0.813369223867205,0.7705792564521337,0.977200212653176
57,train,1.0213219290826379,0.8554090214067278,,
57,val,1.2082797553804185,0.8200986989681471,0.7707472813363564,0.9733508092347322
58,train,0.976235907252242,0.8741399082568807,,
58,val,1.2413118183612823,0.8030506953790938,0.7666740975077123,0.9751555761255061
59,train,0.9879375499923054,0.8789181957186545,,
59,val,1.2222074303362105,0.816509645580978,0.7699155016969004,0.9719514041150983
60,train,0.9208434711142284,0.89717125382263,,
60,val,1.2456481092505984,0.8124719605204127,0.7722452207569129,0.9718675412337477
61,train,0.953501886710888,0.9077790519877675,,
61,val,1.2075227465894487,0.8245850157021085,0.782056996635213,0.9655662647009963
62,train,1.0073583751189998,0.8606651376146789,,
62,val,1.2307815882894728,0.8174069089277703,0.7751365424745097,0.967020608744811
63,train,1.043750640095734,0.8140290519877675,,
63,val,1.2184302310148876,0.8223418573351279,0.7851073838989191,0.9735401610221415
64,train,1.0594837941774509,0.858467125382263,,
64,val,1.1955838865704007,0.8263795423956931,0.7791813120177166,0.9747347954819021
65,train,0.9398406649508128,0.8737576452599388,,
65,val,1.2228730155362024,0.8169582772543742,0.7745960005926918,0.9635733184164852
66,train,1.0599467674406564,0.8486238532110092,,
66,val,1.2499068809880152,0.8026020637056976,0.7362671334831514,0.9721900841649813
67,train,0.9982497110599424,0.8994648318042814,,
67,val,1.3071368171109095,0.7922835352175863,0.7435951945841572,0.9633740783907633
68,train,1.0500397682189941,0.8041857798165137,,
68,val,1.218324641386668,0.813369223867205,0.7759402996019291,0.9703501465312042
69,train,0.9891078857386985,0.8993692660550459,,
69,val,1.2177877757284377,0.8120233288470166,0.7755245307649594,0.9708366170056063
70,train,0.9898418529731471,0.8943998470948012,,
70,val,1.2078922953870561,0.8169582772543742,0.766389670482404,0.9674332207071833
71,train,0.9966487317550473,0.8830275229357798,,
71,val,1.2320650782850053,0.8124719605204127,0.7738389146184343,0.9725570333353601
72,train,0.9475104416288981,0.8880925076452599,,
72,val,1.2185827924145594,0.816509645580978,0.7745425890887899,0.9705934314271175
73,train,1.0299189454171715,0.8577981651376146,,
73,val,1.2380198505189683,0.8129205921938089,0.7730615241164325,0.9661593385978275
74,train,1.0018734626653718,0.8481460244648318,,
74,val,1.2575926350222693,0.8039479587258861,0.7593253846272546,0.9702843325143147
75,train,0.9788666171271626,0.8906727828746177,,
75,val,1.2412591709031,0.8120233288470166,0.7625525657832508,0.9686024631253175
76,train,0.9892235667240329,0.865730122324159,,
76,val,1.2428383231163025,0.8129205921938089,0.7746551964405661,0.9631070720226
77,train,0.9908307420044411,0.8482415902140673,,
77,val,1.2663297421402402,0.8111260655002244,0.771188372727451,0.9636262799862061
78,train,0.9565474478209891,0.8734709480122325,,
78,val,1.2115770313474867,0.8223418573351279,0.7728551429278233,0.9662522128038362
79,train,0.9332078048368779,0.9073967889908257,,
79,val,1.2543009652031794,0.8048452220726783,0.7666615168658104,0.971528456567612
80,train,0.9979447329916605,0.9000382262996942,,
80,val,1.220324006345537,0.8200986989681471,0.7738251462869126,0.9678942059732053
81,train,0.9781911314987555,0.9019495412844036,,
81,val,1.2746834953625996,0.807088380439659,0.774070632357417,0.9588459074992202
82,train,1.0054532529377356,0.8706995412844036,,
82,val,1.2412593066692352,0.8115746971736204,0.7696205505014266,0.9680150356812421
83,train,0.970770026125559,0.8633409785932722,,
83,val,1.279153476158778,0.8052938537460744,0.7468426090266319,0.9678149977144587
84,train,1.0075751237752961,0.8534021406727829,,
84,val,1.2565064562691584,0.8174069089277703,0.7725969772370169,0.9596944032624727
85,train,0.9859295087616619,0.8643922018348624,,
85,val,1.2258659270074632,0.8147151188873935,0.7868176853767942,0.969786431085695
86,train,1.0268771546642954,0.8627675840978594,,
86,val,1.2419958776897855,0.8187528039479587,0.774253802814938,0.9678898598707384
87,train,1.0268183750350302,0.8706039755351682,,
87,val,1.2259848415851593,0.8209959623149394,0.7778806098368347,0.9650159423207868
88,train,0.9653835165791396,0.8676414373088684,,
88,val,1.2385028335783217,0.819650067294751,0.7800889376466654,0.9647902191422989
