label,split,field,n_total,n_nonmissing,missing_rate,mean,p25,p50,p75,min,max
Other,train,current_value_used_eur,1798,1724,0.041156840934371525,6.865759860788863,1.91,3.5199999999999996,7.117500000000001,0.05,428.97
Other,val,year,385,385,0.0,2010.7532467532467,2005.0,2012.0,2018.0,1975.0,2026.0
Other,val,year_released,385,385,0.0,2010.7532467532467,2005.0,2012.0,2018.0,1975.0,2026.0
Other,val,current_value_new_eur,385,360,0.06493506493506493,13.42147222222222,3.275,6.24,11.792499999999999,0.03,996.92
Other,val,current_value_used_eur,385,371,0.03636363636363636,6.871185983827494,2.01,3.6,6.915,0.17,171.5
Other,test,year,387,387,0.0,2009.780361757106,2002.0,2011.0,2019.0,1975.0,2026.0
Other,test,year_released,387,387,0.0,2009.780361757106,2002.0,2011.0,2019.0,1975.0,2026.0
Other,test,current_value_new_eur,387,356,0.08010335917312661,11.550786516853933,2.915,5.83,12.5575,0.09,162.32
Other,test,current_value_used_eur,387,374,0.03359173126614987,7.429518716577539,1.8050000000000002,3.205,6.9399999999999995,0.19,159.12
Pirates,train,year,138,138,0.0,2005.376811594203,1995.0,2009.0,2015.0,1989.0,2023.0
Pirates,train,year_released,138,138,0.0,2005.376811594203,1995.0,2009.0,2015.0,1989.0,2023.0
Pirates,train,current_value_new_eur,138,138,0.0,10.82659420289855,4.7075,7.655,12.059999999999999,2.32,65.21
Pirates,train,current_value_used_eur,138,138,0.0,6.343913043478262,2.84,4.305,7.255,1.98,32.53
Pirates,val,year,29,29,0.0,2004.103448275862,1994.0,2009.0,2009.0,1989.0,2023.0
Pirates,val,year_released,29,29,0.0,2004.103448275862,1994.0,2009.0,2009.0,1989.0,2023.0
Pirates,val,current_value_new_eur,29,29,0.0,10.05655172413793,4.55,7.43,10.11,2.56,63.22
Pirates,val,current_value_used_eur,29,29,0.0,6.101034482758621,2.84,3.86,5.08,2.05,32.97
Pirates,test,year,31,31,0.0,2004.4516129032259,1995.5,2009.0,2009.0,1989.0,2023.0
Pirates,test,year_released,31,31,0.0,2004.4516129032259,1995.5,2009.0,2009.0,1989.0,2023.0
Pirates,test,current_value_new_eur,31,30,0.03225806451612903,13.000333333333334,5.665,10.18,13.2925,1.54,61.69
Pirates,test,current_value_used_eur,31,31,0.0,6.129677419354839,3.325,5.23,6.46,2.35,30.85
SPEED CHAMPIONS,train,year,100,100,0.0,2019.68,2016.0,2019.0,2023.25,2015.0,2026.0
SPEED CHAMPIONS,train,year_released,100,100,0.0,2019.68,2016.0,2019.0,2023.25,2015.0,2026.0
SPEED CHAMPIONS,train,current_value_new_eur,100,100,0.0,4.1535,2.325,3.38,5.05,1.47,19.52
SPEED CHAMPIONS,train,current_value_used_eur,100,95,0.05,2.650315789473684,1.6400000000000001,2.14,2.92,1.28,14.89
SPEED CHAMPIONS,val,year,21,21,0.0,2019.5238095238096,2017.0,2018.0,2023.0,2015.0,2026.0
SPEED CHAMPIONS,val,year_released,21,21,0.0,2019.5238095238096,2017.0,2018.0,2023.0,2015.0,2026.0
SPEED CHAMPIONS,val,current_value_new_eur,21,21,0.0,4.503809523809524,2.78,3.84,5.15,1.72,13.12
SPEED CHAMPIONS,val,current_value_used_eur,21,20,0.047619047619047616,2.3615,1.7425000000000002,2.175,2.3475,1.33,6.27
SPEED CHAMPIONS,test,year,22,22,0.0,2020.5454545454545,2018.25,2020.5,2023.0,2016.0,2025.0
SPEED CHAMPIONS,test,year_released,22,22,0.0,2020.5454545454545,2018.25,2020.5,2023.0,2016.0,2025.0
SPEED CHAMPIONS,test,current_value_new_eur,22,22,0.0,4.042727272727273,2.2725,2.6500000000000004,3.6425,1.73,19.71
SPEED CHAMPIONS,test,current_value_used_eur,22,22,0.0,2.567272727272727,1.695,1.8900000000000001,2.17,1.1,12.26
Space,train,year,146,146,0.0,2004.4041095890411,1997.0,2008.0,2011.0,1978.0,2025.0
Space,train,year_released,146,146,0.0,2004.4041095890411,1997.0,2008.0,2011.0,1978.0,2025.0
Space,train,current_value_new_eur,146,143,0.02054794520547945,11.568811188811189,4.635,7.61,13.620000000000001,1.53,60.27
Space,train,current_value_used_eur,146,143,0.02054794520547945,6.337762237762237,2.48,4.37,6.795,0.98,45.44
Space,val,year,31,31,0.0,1999.258064516129,1988.5,1998.0,2009.0,1979.0,2012.0
Space,val,year_released,31,31,0.0,1999.258064516129,1988.5,1998.0,2009.0,1979.0,2012.0
Space,val,current_value_new_eur,31,29,0.06451612903225806,13.45758620689655,4.21,6.73,19.63,2.6,68.25
Space,val,current_value_used_eur,31,31,0.0,6.692903225806451,2.505,3.54,7.095,1.12,28.87
Space,test,year,32,32,0.0,2000.84375,1992.75,2000.0,2009.0,1978.0,2024.0
Space,test,year_released,32,32,0.0,2000.84375,1992.75,2000.0,2009.0,1978.0,2024.0
Space,test,current_value_new_eur,32,32,0.0,16.0790625,5.2225,12.02,16.305,3.03,100.67
Space,test,current_value_used_eur,32,31,0.03125,6.086129032258064,2.77,4.39,6.035,1.49,30.93
Sports,train,year,176,176,0.0,2003.965909090909,2002.0,2003.0,2003.0,1982.0,2023.0
Sports,train,year_released,176,176,0.0,2003.965909090909,2002.0,2003.0,2003.0,1982.0,2023.0
Sports,train,current_value_new_eur,176,161,0.08522727272727272,6.591987577639752,2.16,3.78,8.43,0.84,91.86
Sports,train,current_value_used_eur,176,168,0.045454545454545456,4.001011904761905,1.3,1.95,4.8125,0.01,70.19
Sports,val,year,37,37,0.0,2003.918918918919,2000.0,2003.0,2004.0,1979.0,2023.0
Sports,val,year_released,37,37,0.0,2003.918918918919,2000.0,2003.0,2004.0,1979.0,2023.0
Sports,val,current_value_new_eur,37,32,0.13513513513513514,5.7321875,1.8825,3.355,7.1825,0.79,30.71
Sports,val,current_value_used_eur,37,37,0.0,3.6986486486486485,1.32,1.9,4.35,0.86,18.5
Sports,test,year,39,39,0.0,2002.6923076923076,2002.0,2002.0,2003.0,1998.0,2023.0
Sports,test,year_released,39,39,0.0,2002.6923076923076,2002.0,2002.0,2003.0,1998.0,2023.0
Sports,test,current_value_new_eur,39,32,0.1794871794871795,7.7253125,1.7975,2.715,9.094999999999999,1.14,38.74
Sports,test,current_value_used_eur,39,39,0.0,4.518205128205128,1.335,1.9,6.075,0.1,32.97
Star Wars,train,year,1047,1047,0.0,2015.2034383954156,2011.0,2016.0,2020.0,1999.0,2026.0
Star Wars,train,year_released,1047,1047,0.0,2015.2034383954156,2011.0,2016.0,2020.0,1999.0,2026.0
Star Wars,train,current_value_new_eur,1047,1047,0.0,26.775148042024835,6.36,10.64,20.83,0.75,1945.26
Star Wars,train,current_value_used_eur,1047,1045,0.0019102196752626551,19.023617224880383,4.31,7.29,15.4,0.07,1195.87
Star Wars,val,year,224,224,0.0,2015.6919642857142,2012.0,2016.0,2021.25,1999.0,2026.0
Star Wars,val,year_released,224,224,0.0,2015.6919642857142,2012.0,2016.0,2021.25,1999.0,2026.0
Star Wars,val,current_value_new_eur,224,224,0.0,19.65125,5.87,10.08,17.27,0.78,384.53
Star Wars,val,current_value_used_eur,224,223,0.004464285714285714,14.794170403587444,4.095,6.66,11.99,0.43,278.41
Star Wars,test,year,225,225,0.0,2014.9288888888889,2011.0,2016.0,2019.0,1999.0,2026.0
Star Wars,test,year_released,225,225,0.0,2014.9288888888889,2011.0,2016.0,2019.0,1999.0,2026.0
Star Wars,test,current_value_new_eur,225,225,0.0,19.48488888888889,5.83,11.03,21.65,1.14,190.37
Star Wars,test,current_value_used_eur,225,224,0.0044444444444444444,13.838392857142859,4.2825,7.305,15.2125,1.34,170.9
Super Heroes,train,year,777,777,0.0,2018.970398970399,2016.0,2019.0,2022.0,2011.0,2026.0
Super Heroes,train,year_released,777,777,0.0,2018.970398970399,2016.0,2019.0,2022.0,2011.0,2026.0
Super Heroes,train,current_value_new_eur,777,766,0.014157014157014158,27.17300261096606,4.72,7.515000000000001,14.885,0.57,6133.01
Super Heroes,train,current_value_used_eur,777,738,0.05019305019305019,12.864593495934958,3.14,5.265,10.3325,0.63,2191.5
Super Heroes,val,year,166,166,0.0,2019.4277108433735,2016.25,2019.0,2023.0,2011.0,2026.0
Super Heroes,val,year_released,166,166,0.0,2019.4277108433735,2016.25,2019.0,2023.0,2011.0,2026.0
Super Heroes,val,current_value_new_eur,166,166,0.0,18.64975903614458,5.39,7.845000000000001,13.0275,2.12,644.81
Super Heroes,val,current_value_used_eur,166,158,0.04819277108433735,8.486645569620254,3.4299999999999997,5.43,8.8825,1.36,60.89
Super Heroes,test,year,167,167,0.0,2018.9101796407185,2016.0,2019.0,2022.0,2012.0,2026.0
Super Heroes,test,year_released,167,167,0.0,2018.9101796407185,2016.0,2019.0,2022.0,2012.0,2026.0
Super Heroes,test,current_value_new_eur,167,165,0.011976047904191617,14.005878787878787,4.96,7.81,15.33,1.62,167.83
Super Heroes,test,current_value_used_eur,167,161,0.03592814371257485,9.768260869565218,3.24,5.18,10.88,1.38,128.17
Super Mario,train,year,160,160,0.0,2022.28125,2021.0,2022.0,2024.0,2020.0,2025.0
Super Mario,train,year_released,160,160,0.0,2022.28125,2021.0,2022.0,2024.0,2020.0,2025.0
Super Mario,train,current_value_new_eur,160,154,0.0375,5.828896103896104,2.9825,4.355,6.9725,0.88,63.21
Super Mario,train,current_value_used_eur,160,124,0.225,4.327258064516129,2.1675,3.285,5.3125,0.42,17.93
Super Mario,val,year,34,34,0.0,2021.7941176470588,2021.0,2022.0,2023.0,2020.0,2025.0
Super Mario,val,year_released,34,34,0.0,2021.7941176470588,2021.0,2022.0,2023.0,2020.0,2025.0
Super Mario,val,current_value_new_eur,34,34,0.0,5.768529411764706,2.605,4.385,8.25,1.18,18.67
Super Mario,val,current_value_used_eur,34,30,0.11764705882352941,4.135,2.055,2.895,4.67,1.12,13.69
Super Mario,test,year,35,35,0.0,2022.142857142857,2021.5,2022.0,2023.0,2020.0,2025.0
Super Mario,test,year_released,35,35,0.0,2022.142857142857,2021.5,2022.0,2023.0,2020.0,2025.0
Super Mario,test,current_value_new_eur,35,34,0.02857142857142857,6.292647058823529,2.59,4.575,7.6375,0.75,21.34
Super Mario,test,current_value_used_eur,35,30,0.14285714285714285,5.078,2.55,3.485,5.45,1.1,16.86
The Hobbit and The Lord of the Rings,train,year,106,106,0.0,2016.0849056603774,2012.0,2013.0,2023.0,2012.0,2025.0
The Hobbit and The Lord of the Rings,train,year_released,106,106,0.0,2016.0849056603774,2012.0,2013.0,2023.0,2012.0,2025.0
The Hobbit and The Lord of the Rings,train,current_value_new_eur,106,106,0.0,31.08179245283019,13.77,21.994999999999997,39.0825,3.73,272.24
The Hobbit and The Lord of the Rings,train,current_value_used_eur,106,105,0.009433962264150943,22.170761904761903,10.6,16.11,26.06,2.93,187.0
The Hobbit and The Lord of the Rings,val,year,22,22,0.0,2014.590909090909,2012.0,2013.0,2013.75,2012.0,2024.0
The Hobbit and The Lord of the Rings,val,year_released,22,22,0.0,2014.590909090909,2012.0,2013.0,2013.75,2012.0,2024.0
The Hobbit and The Lord of the Rings,val,current_value_new_eur,22,22,0.0,39.000454545454545,16.725,22.395,52.81999999999999,4.1,186.77
The Hobbit and The Lord of the Rings,val,current_value_used_eur,22,22,0.0,29.419545454545457,12.245,14.22,35.427499999999995,3.73,169.59
The Hobbit and The Lord of the Rings,test,year,24,24,0.0,2015.4166666666667,2012.0,2013.0,2016.25,2012.0,2025.0
The Hobbit and The Lord of the Rings,test,year_released,24,24,0.0,2015.4166666666667,2012.0,2013.0,2016.25,2012.0,2025.0
The Hobbit and The Lord of the Rings,test,current_value_new_eur,24,24,0.0,25.78708333333333,13.7775,16.565,29.615000000000002,4.3,100.94
The Hobbit and The Lord of the Rings,test,current_value_used_eur,24,24,0.0,16.823333333333334,8.9725,14.129999999999999,17.265,3.3,64.4
Town,train,year,2465,2465,0.0,2010.2920892494928,2000.0,2014.0,2020.0,1978.0,2026.0
Town,train,year_released,2465,2465,0.0,2010.2920892494928,2000.0,2014.0,2020.0,1978.0,2026.0
Town,train,current_value_new_eur,2465,2391,0.03002028397565923,3.7795106649937265,1.85,2.52,3.92,0.0,143.29
Town,train,current_value_used_eur,2465,2379,0.03488843813387424,1.8844052122740647,1.21,1.49,1.97,0.21,36.35
Town,val,year,528,528,0.0,2011.409090909091,2005.75,2015.0,2021.0,1978.0,2026.0
Town,val,year_released,528,528,0.0,2011.409090909091,2005.75,2015.0,2021.0,1978.0,2026.0
Town,val,current_value_new_eur,528,513,0.028409090909090908,3.6301559454191032,1.82,2.41,3.46,0.85,74.17
Town,val,current_value_used_eur,528,513,0.028409090909090908,1.7210136452241716,1.15,1.48,1.9,0.51,18.06
Town,test,year,529,529,0.0,2010.0907372400757,2000.0,2014.0,2020.0,1978.0,2026.0
Town,test,year_released,529,529,0.0,2010.0907372400757,2000.0,2014.0,2020.0,1978.0,2026.0
Town,test,current_value_new_eur,529,512,0.03213610586011342,4.09986328125,1.9,2.52,4.495,0.24,58.42
Town,test,current_value_used_eur,529,510,0.035916824196597356,1.9730392156862746,1.22,1.53,2.0375,0.3,35.41
